soeknads_aar,statsforvalter,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade
2024,Vestfold og Telemark,3905,999330312,3905,394,9,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,95,DEKAR,4,380,Avrenning
2024,Vestfold og Telemark,3905,999330312,3905,394,9,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,130,DEKAR,98,12740,Avrenning
2024,Vestfold og Telemark,3905,999330312,3905,394,9,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,220,DEKAR,19,4180,Avrenning
2024,Vestfold og Telemark,3905,999330312,3905,394,9,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 4, prioriterte områder,275,DEKAR,32,8800,Avrenning
2024,Vestfold og Telemark,3905,999330312,3905,394,9,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,91,DEKAR,191,17381,Avrenning
2024,Vestfold og Telemark,3905,999330312,3905,394,9,0,Avrenning til vann,Grasdekt kantsone i åker, potet/grønnsaker,Prioriterte områder,41,METER,830,34030,Avrenning
2024,Vestfold og Telemark,3303,999330312,3905,394,9,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,240,DEKAR,28,6720,Avrenning
2024,Vestfold og Telemark,3303,999330312,3905,394,9,0,Avrenning til vann,Grasdekte vannveier i åker, potet/grønnsaker,Prioriterte områder,35,METER,813,28455,Avrenning
2024,Vestfold og Telemark,3303,999330312,3905,394,9,0,Avrenning til vann,Grasdekt kantsone i åker, potet/grønnsaker,Prioriterte områder,21,METER,1169,24549,Avrenning
2024,Vestfold og Telemark,3303,999330312,3905,394,9,0,Avrenning til vann,Grasdekt kantsone i åker, korn m.m.,Prioriterte områder,21,METER,1168,24528,Avrenning
2024,Møre og Romsdal,1547,999329438,1579,53,4,0,Biologisk mangfold,Slått av slåttemark,Viktig,1000,DEKAR,2,2000,Utvalgte naturtyper
2024,Møre og Romsdal,1547,999329438,1579,53,4,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,70,DEKAR,133,9310,Miljøvennlig spredning av husdyrgjødsel
2024,Nordland,1868,999326544,1868,81,1,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,299,DEKAR,1,299,Regionalt prioriterte kulturlandskap
2024,Nordland,1868,999326544,1868,81,1,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,299,DEKAR,1,299,Regionalt prioriterte kulturlandskap
2024,Nordland,1868,999326544,1868,81,1,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,399,DEKAR,151,15000,Prioriterte naturverdier
2024,Nordland,1868,999326544,1868,81,1,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Beiting,399,DEKAR,187,15000,Prioriterte naturverdier
2024,Nordland,1868,999326544,1868,81,1,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Lavt beitetrykk,230,DEKAR,10,2300,Prioriterte naturverdier
2024,Nordland,1868,999326544,1868,81,1,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Beiting,999,DEKAR,1,999,Automatisk fredede kulturminner
2024,Nordland,1868,999326544,1868,81,1,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Beiting,999,ANTALL,3,2997,Automatisk fredede kulturminner
2024,Rogaland,1114,999323197,,,,,Kulturlandskap,Drift av beitelag,Småfe,25,ANTALL_DYR,1218,30450,Opprettholde kulturlandskapet
2024,Innlandet,3454,999323081,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,2240,71680,Opprettholde kulturlandskapet
2024,Innlandet,3454,999323081,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,49,3430,Opprettholde kulturlandskapet
2024,Vestland,4650,999323006,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,388,11640,Opprettholde kulturlandskapet
2024,Vestland,4650,999323006,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,54,1890,Opprettholde kulturlandskapet
2024,Vestland,4644,999322883,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,2888,86640,Opprettholde kulturlandskapet
2024,Vestland,4644,999322883,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,29,1015,Opprettholde kulturlandskapet
2024,Østfold Buskerud Oslo og Akershus,3312,999321739,3312,160,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,11,1320,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3312,999321739,3312,160,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,156,18720,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3312,999321739,3312,160,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,210,DEKAR,20,4200,Avrenning
2024,Trøndelag,5059,999321690,5059,606,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,180,DEKAR,38,6840,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5059,999321690,5059,606,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,232,DEKAR,2,464,Regionalt prioriterte kulturlandskap
2024,Vestland,4647,999317014,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,299,8970,Opprettholde kulturlandskapet
2024,Troms og Finnmark,5510,999316778,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1496,44880,Opprettholde kulturlandskapet
2024,Vestland,4651,999316719,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1726,51780,Opprettholde kulturlandskapet
2024,Vestland,4651,999316719,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,97,3395,Opprettholde kulturlandskapet
2024,Vestland,4650,999316654,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,670,20100,Opprettholde kulturlandskapet
2024,Vestland,4650,999316654,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,27,945,Opprettholde kulturlandskapet
2024,Vestland,4651,999316581,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,881,26430,Opprettholde kulturlandskapet
2024,Vestland,4651,999316581,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,91,3185,Opprettholde kulturlandskapet
2024,Vestland,4641,999316549,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,986,29580,Opprettholde kulturlandskapet
2024,Vestland,4641,999316549,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,29,1015,Opprettholde kulturlandskapet
2024,Vestland,4626,999316514,4626,203,2,0,Biologisk mangfold,Beiting av kystlynghei,Viktig,20,DEKAR,1698,10000,Utvalgte naturtyper
2024,Vestland,4626,999316514,4626,203,2,0,Biologisk mangfold,Brenning av kystlynghei,Brenning av kystlynghei,400,DEKAR,23,9200,Utvalgte naturtyper
2024,Trøndelag,5035,999316492,5035,247,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,280,DEKAR,16,4480,Avrenning
2024,Trøndelag,5035,999316492,5035,247,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,21,DEKAR,54,1134,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5035,999316492,5035,247,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,69,DEKAR,134,9246,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5035,999316492,5035,247,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,59,DEKAR,134,7906,Miljøvennlig spredning av husdyrgjødsel
2024,Nordland,1833,999316441,1833,176,4,0,Avrenning til vann,Kantsone i eng,Prioriterte områder,14,7,METER,779,11451,3,Avrenning
2024,Nordland,1833,999316441,1833,176,4,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,39,5,DEKAR,170,6715,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4630,999316409,4630,30,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,5,2320,Regionalt prioriterte kulturlandskap
2024,Vestland,4630,999316409,4630,30,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,8,5832,Regionalt prioriterte kulturlandskap
2024,Vestland,4630,999316409,4630,30,6,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,37,3330,Regionalt prioriterte kulturlandskap
2024,Vestland,4630,999316409,4630,30,6,0,Avrenning til vann,Kantsone i eng,Prioriterte områder,25,METER,235,5875,Avrenning
2024,Nordland,1853,999316328,,,,,Kulturlandskap,Drift av beitelag,Småfe,15,ANTALL_DYR,2794,41910,Opprettholde kulturlandskapet
2024,Nordland,1853,999316328,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,360,9000,Opprettholde kulturlandskapet
2024,Vestland,4643,999316174,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,664,19920,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1576,999315623,1576,57,2,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,70,DEKAR,98,6860,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3422,999315437,3422,36,6,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,10,METER,3000,30000,Prioriterte naturverdier
2024,Innlandet,3422,999315437,3422,36,6,0,Biologisk mangfold,Soner for pollinerende insekter,Kombinert med vannmiljøtiltak - generell frøblanding,5,METER,328,1640,Prioriterte naturverdier
2024,Innlandet,3422,999315437,3422,36,6,0,Jord og jordhelse,Fangvekster som underkultur,Hovedvekst korn/oljevekster/belgvekster/fÃ´rmais,200,DEKAR,230,46000,Jordhelse og karbonlagring
2024,Innlandet,3422,999315437,3422,36,6,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Beiting,150,DEKAR,80,10400,Nyere tids kulturminner
2024,Innlandet,3422,999315437,3422,36,6,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, andre områder,150,DEKAR,625,93750,Avrenning
2024,Innlandet,3422,999315437,3422,36,6,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, andre områder,205,DEKAR,137,28085,Avrenning
2024,Innlandet,3422,999315437,3422,36,6,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1,med dråg, andre områder,180,DEKAR,41,7380,Avrenning
2024,Innlandet,3422,999315437,3422,36,6,0,Avrenning til vann,Grasdekt kantsone i åker, korn m.m.,Andre områder,20,METER,224,4480,Avrenning
2024,Innlandet,3422,999315437,3422,36,6,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,90,DEKAR,115,10350,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3422,999315437,3422,36,6,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,90,DEKAR,228,20520,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3422,999315437,3422,36,6,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Voksende kultur,90,DEKAR,169,15210,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3422,999315437,3422,36,6,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,65,DEKAR,262,17030,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3442,999315402,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,383,26810,Opprettholde kulturlandskapet
2024,Innlandet,3438,999315291,3438,123,9,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,61,7625,Regionalt prioriterte kulturlandskap
2024,Innlandet,3438,999315291,3438,123,9,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,25,3125,Regionalt prioriterte kulturlandskap
2024,Innlandet,3438,999315291,3438,123,9,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,150,DEKAR,72,10400,Nyere tids kulturminner
2024,Innlandet,3452,999314899,3452,64,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,138,17250,Regionalt prioriterte kulturlandskap
2024,Innlandet,3452,999314899,3452,64,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,14,1750,Regionalt prioriterte kulturlandskap
2024,Innlandet,3452,999314899,3452,64,3,0,Kulturminner og kulturmiljøer,Drift av seter,Levering til meieri, 6 uker eller mer,138000,ANDEL,1,138000,Setring
2024,Innlandet,3452,999314899,3452,64,3,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,150,DEKAR,55,8250,Nyere tids kulturminner
2024,Innlandet,3452,999314899,3452,64,3,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,90,DEKAR,640,57600,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3452,999314899,3452,64,3,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,65,DEKAR,606,39390,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4622,999314848,4622,35,24,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,16,7424,Regionalt prioriterte kulturlandskap
2024,Vestland,4622,999314848,4622,35,24,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,6,4374,Regionalt prioriterte kulturlandskap
2024,Vestland,4622,999314848,4622,35,24,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,50,DEKAR,48,2400,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4622,999314848,4622,35,24,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,310,DEKAR,35,10850,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3441,999311164,3441,132,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,5,625,Regionalt prioriterte kulturlandskap
2024,Innlandet,3441,999311164,3441,132,2,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,150,DEKAR,20,3000,Nyere tids kulturminner
2024,Innlandet,3441,999311164,3441,132,2,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,75,DEKAR,75,5625,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3441,999311164,3441,132,2,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,65,DEKAR,75,4875,Miljøvennlig spredning av husdyrgjødsel
2024,Østfold Buskerud Oslo og Akershus,3120,999310737,3120,41,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,19,2280,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3120,999310737,3120,41,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,6,720,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3120,999310737,3120,41,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,1,120,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3120,999310737,3120,41,2,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,120,DEKAR,25,3000,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3328,999310222,3328,90,9,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,160,DEKAR,5,800,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,3328,999310222,3328,90,9,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Lav sats, hest/storfe,295,ANTALL_DYR,15,4425,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,3328,999310222,3328,90,9,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,55,DEKAR,77,4235,Regionalt prioriterte kulturlandskap
2024,Agder,4226,999309305,,,,,Kulturlandskap,Drift av beitelag,Småfe,25,ANTALL_DYR,1044,26100,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1577,999309194,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,630,12600,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1577,999309194,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,43,1075,Opprettholde kulturlandskapet
2024,Innlandet,3426,999309119,3426,10,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,17,2125,Regionalt prioriterte kulturlandskap
2024,Innlandet,3426,999309119,3426,10,4,0,Kulturminner og kulturmiljøer,Drift av seter,Levering til meieri, 6 uker eller mer,138000,ANDEL,1,138000,Setring
2024,Innlandet,3426,999309119,3426,10,4,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Beiting,150,DEKAR,20,3000,Nyere tids kulturminner
2024,Innlandet,3426,999309119,3426,10,4,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,90,DEKAR,194,17460,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3426,999309119,3426,10,4,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,90,DEKAR,34,3060,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3426,999309119,3426,10,4,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,65,DEKAR,228,14820,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1160,999309062,1160,12,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,6,1086,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999309062,1160,12,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,181,DEKAR,1,181,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999309062,1160,12,6,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,7,1127,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999309062,1160,12,6,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,30,4830,Regionalt prioriterte kulturlandskap
2024,Vestfold og Telemark,3907,999309046,3907,217,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,95,DEKAR,11,1045,Avrenning
2024,Vestfold og Telemark,3907,999309046,3907,217,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,130,DEKAR,25,3250,Avrenning
2024,Vestfold og Telemark,3907,999309046,3907,217,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,220,DEKAR,29,6380,Avrenning
2024,Vestfold og Telemark,3907,999309046,3907,217,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,220,DEKAR,29,6380,Avrenning
2024,Vestland,4650,999308732,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,225,6750,Opprettholde kulturlandskapet
2024,Vestland,4650,999308732,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,213,7455,Opprettholde kulturlandskapet
2024,Vestland,4639,999308570,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,7072,212160,Opprettholde kulturlandskapet
2024,Vestland,4639,999308570,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,664,23240,Opprettholde kulturlandskapet
2024,Trøndelag,5027,999308058,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,2140,89880,Opprettholde kulturlandskapet
2024,Trøndelag,5027,999308058,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,297,25245,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1560,999307876,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,1027,20540,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1577,999307744,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,31,620,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1577,999307744,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,184,4600,Opprettholde kulturlandskapet
2024,Trøndelag,5025,999307701,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,2280,95760,Opprettholde kulturlandskapet
2024,Trøndelag,5025,999307701,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,136,11560,Opprettholde kulturlandskapet
2024,Vestland,4647,999307663,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,2023,60690,Opprettholde kulturlandskapet
2024,Vestland,4647,999307663,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,316,11060,Opprettholde kulturlandskapet
2024,Vestland,4647,999307558,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,309,9270,Opprettholde kulturlandskapet
2024,Vestland,4647,999307558,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,64,2240,Opprettholde kulturlandskapet
2024,Vestland,4618,999307507,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,39,1170,Opprettholde kulturlandskapet
2024,Vestland,4611,999307191,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,395,11850,Opprettholde kulturlandskapet
2024,Vestland,4611,999307191,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,34,1190,Opprettholde kulturlandskapet
2024,Innlandet,3446,999306896,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,6481,207392,Opprettholde kulturlandskapet
2024,Vestland,4647,999305199,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,812,24360,Opprettholde kulturlandskapet
2024,Vestland,4647,999305199,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,227,7945,Opprettholde kulturlandskapet
2024,Innlandet,3454,999305148,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,1103,35296,Opprettholde kulturlandskapet
2024,Innlandet,3454,999305148,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,44,3080,Opprettholde kulturlandskapet
2024,Troms og Finnmark,5501,999305040,5501,136,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,50,ANTALL_DYR,245,12250,Regionalt prioriterte kulturlandskap
2024,Troms og Finnmark,5501,999305040,5501,136,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,50,DEKAR,115,5750,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3454,999304915,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,1510,48320,Opprettholde kulturlandskapet
2024,Innlandet,3454,999304915,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,272,19040,Opprettholde kulturlandskapet
2024,Vestland,4618,999304834,4618,162,6,0,Kulturlandskap,Drift av bratt fruktareal,Overflatedyrka og fulldyrka 1:5,867,DEKAR,4,3468,Regionalt prioriterte kulturlandskap
2024,Vestland,4618,999304834,4618,162,6,0,Kulturlandskap,Drift av bratt fruktareal,Overflatedyrka og fulldyrka 1:3,1301,DEKAR,5,6505,Regionalt prioriterte kulturlandskap
2024,Vestland,4611,999304818,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1118,33540,Opprettholde kulturlandskapet
2024,Vestland,4618,999304214,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,931,27930,Opprettholde kulturlandskapet
2024,Vestland,4618,999304214,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,9,315,Opprettholde kulturlandskapet
2024,Rogaland,1133,999304125,,,,,Kulturlandskap,Drift av beitelag,Småfe,25,ANTALL_DYR,1164,29100,Opprettholde kulturlandskapet
2024,Innlandet,3439,999303846,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,3009,96288,Opprettholde kulturlandskapet
2024,Innlandet,3439,999303846,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,142,9940,Opprettholde kulturlandskapet
2024,Rogaland,1146,999303641,1146,185,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,1,181,Regionalt prioriterte kulturlandskap
2024,Rogaland,1146,999303641,1146,185,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,181,DEKAR,2,362,Regionalt prioriterte kulturlandskap
2024,Rogaland,1146,999303641,1146,185,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,15,2415,Regionalt prioriterte kulturlandskap
2024,Rogaland,1146,999303641,1146,185,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,22,3542,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1547,999303633,1579,56,2,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,70,DEKAR,110,7700,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3433,999303439,3433,101,3,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark, dekar,Beiting av verdifulle jordbrukslandskap i innmark, dekar,125,DEKAR,50,6250,Regionalt prioriterte kulturlandskap
2024,Innlandet,3433,999303439,3433,101,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,58,7250,Regionalt prioriterte kulturlandskap
2024,Innlandet,3433,999303439,3433,101,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,5,625,Regionalt prioriterte kulturlandskap
2024,Innlandet,3433,999303439,3433,101,3,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Beiting,200,DEKAR,30,6000,Prioriterte naturverdier
2024,Innlandet,3433,999303439,3433,101,3,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,75,DEKAR,32,2400,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1144,999303382,1144,20,1,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,13,2093,Regionalt prioriterte kulturlandskap
